F. contable;F. valor;Concepto;Importe;Saldo anterior;Saldo;Seq;Import_num;Saldo anterior;Tiene fecha;Fecha Valor Concepto;Clave_Concepto;Categoria;Subcategoria;Mes_Valor_Concepto;Fijo_Variable
08/12/2017;08/12/2017;T/ AUTOPISTAS TERR 04-12-2017;-1,39;20955,62;20954,23;10507;-1,39;20954,23;2017-12-04;04/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
09/12/2017;09/12/2017;T/ BOSC DE RIBERA 06-12-2017;-34,40;20954,23;20919,83;10508;-34,40;20919,83;2017-12-06;06/12/2017;BOSC;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
09/12/2017;09/12/2017;T/ AUTOPISTA MARE NOST 06-12-2017;-7,05;20919,83;20912,78;10509;-7,05;20912,78;2017-12-06;06/12/2017;AUTOPISTA;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
09/12/2017;09/12/2017;T/ A.C.E.S.A B MART -L 06-12-2017;-10,50;20912,78;20902,28;10510;-10,50;20902,28;2017-12-06;06/12/2017;ACESA;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
09/12/2017;09/12/2017;T/ AUTOPISTAS TERR 06-12-2017;-2,53;20902,28;20899,75;10511;-2,53;20899,75;2017-12-06;06/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
11/12/2017;11/12/2017;R/ SEGUROS ADESLAS CENT MODULAR CO;-144,67;20899,75;20755,08;10512;-144,67;20755,08;2017-12-11;11/12/2017;ADESLAS;Gastos_Salud, saber y deporte;Medico;12;VARIABLES
12/12/2017;12/12/2017;R/ TELECOMUNICACI VODAFONE;-144,42;20755,08;20610,66;10513;-144,42;20610,66;2017-12-12;12/12/2017;TELECOMUNICACI;Gastos_Servicios tipicos;Telecomunicaciones;12;FIJO
12/12/2017;12/12/2017;T/ VIENA TORTOSA 09-12-2017;-7,60;20610,66;20603,06;10514;-7,60;20603,06;2017-12-09;09/12/2017;VIENA;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
12/12/2017;12/12/2017;T/ FORN DE PA CAL PORT 09-12-2017;-17,70;20603,06;20585,36;10515;-17,70;20585,36;2017-12-09;09/12/2017;FORN;Gastos_Compras;Supermercado;12;VARIABLES
13/12/2017;13/12/2017;T/ BOLIN SHIJIA, SCP \ 10-12-2017;-48,70;20585,36;20536,66;10516;-48,70;20536,66;2017-12-10;10/12/2017;BOLIN;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
13/12/2017;13/12/2017;T/ AUTOPISTAS TERR 10-12-2017;-2,53;20536,66;20534,13;10517;-2,53;20534,13;2017-12-10;10/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
13/12/2017;13/12/2017;T/ AUTOPISTA MARE NOST 10-12-2017;-7,05;20534,13;20527,08;10518;-7,05;20527,08;2017-12-10;10/12/2017;AUTOPISTA;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
13/12/2017;13/12/2017;T/ A.C.E.S.A LIM SCAP7 10-12-2017;-10,50;20527,08;20516,58;10519;-10,50;20516,58;2017-12-10;10/12/2017;ACESA;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
13/12/2017;13/12/2017;T/ TEMPLE 10-12-2017;-35,95;20516,58;20480,63;10520;-35,95;20480,63;2017-12-10;10/12/2017;TEMPLE;Gastos_Ocio y transporte;Gasolina;12;VARIABLES
14/12/2017;14/12/2017;R/ GAS GAS NATURAL GNS27630481217;-4,64;20480,63;20475,99;10521;-4,64;20475,99;2017-12-14;14/12/2017;GAS;Gastos_Servicios tipicos;Gas;12;FIJO
14/12/2017;14/12/2017;T/ LIDL TERRASSA \ 11-12-2017;-29,23;20475,99;20446,76;10522;-29,23;20446,76;2017-12-11;11/12/2017;LIDL;Gastos_Compras;Supermercado;12;VARIABLES
14/12/2017;14/12/2017;T/ DRIM PARC VALLES \RUBI;-188,98;20446,76;20257,78;10523;-188,98;20257,78;2017-12-14;14/12/2017;DRIM;Gastos_Compras;Niños;12;VARIABLES
15/12/2017;15/12/2017;R/ ALIMENTACION SERHS FOOD A;-18,62;20257,78;20239,16;10524;-18,62;20239,16;2017-12-15;15/12/2017;ALIMENTACION;Gastos_Salud, saber y deporte;Menjador;12;FIJO
15/12/2017;15/12/2017;R/ ALIMENTACION SERHS FOOD A;-71,40;20239,16;20167,76;10525;-71,40;20167,76;2017-12-15;15/12/2017;ALIMENTACION;Gastos_Salud, saber y deporte;Menjador;12;FIJO
15/12/2017;15/12/2017;T/ SUPERMERCAT DIA \ 12-12-2017;-8,67;20167,76;20159,09;10526;-8,67;20159,09;2017-12-12;12/12/2017;SUPERMERCAT;Gastos_Compras;Supermercado;12;VARIABLES
17/12/2017;17/12/2017;T/ AUTOPISTAS TERR 14-12-2017;-1,39;20159,09;20157,70;10527;-1,39;20157,70;2017-12-14;14/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
17/12/2017;17/12/2017;T/ AUTOPISTAS TERR 14-12-2017;-1,39;20157,70;20156,31;10528;-1,39;20156,31;2017-12-14;14/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
17/12/2017;17/12/2017;T/ JUGUETILANDIA TERR\ 14-12-2017;-93,50;20156,31;20062,81;10529;-93,50;20062,81;2017-12-14;14/12/2017;JUGUETILANDIA;Gastos_Compras;Niños;12;VARIABLES
17/12/2017;17/12/2017;T/ TUNELS VALLVI S. 14-12-2017;-3,72;20062,81;20059,09;10530;-3,72;20059,09;2017-12-14;14/12/2017;TUNELS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
17/12/2017;17/12/2017;T/ kfc parc valles 14-12-2017;-16,00;20059,09;20043,09;10531;-16,00;20043,09;2017-12-14;14/12/2017;KFC;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
17/12/2017;17/12/2017;T/ CAFET.C T PRAT\PRAT 14-12-2017;-2,20;20043,09;20040,89;10532;-2,20;20040,89;2017-12-14;14/12/2017;CAFETC;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
18/12/2017;18/12/2017;R/ SEGUROS CCM VIDA Y P Recibo:147;-17,28;20040,89;20023,61;10533;-17,28;20023,61;2017-12-18;18/12/2017;CCM;Gastos_Seguros;Seguro vida;12;FIJO
18/12/2017;18/12/2017;R/ SEGUROS CCM VIDA Y P Recibo:147;-20,39;20023,61;20003,22;10534;-20,39;20003,22;2017-12-18;18/12/2017;CCM;Gastos_Seguros;Seguro vida;12;FIJO
19/12/2017;19/12/2017;T/ BON AREA 16-12-2017;-31,93;20003,22;19971,29;10535;-31,93;19971,29;2017-12-16;16/12/2017;BON;Gastos_Compras;Supermercado;12;VARIABLES
19/12/2017;19/12/2017;S/OR. ESCOLA SALA I BADRINAS;-286,00;19971,29;19685,29;10536;-286,00;19685,29;2017-12-19;19/12/2017;ESCOLA;Gastos_Salud, saber y deporte;Estudios;12;VARIABLES
19/12/2017;19/12/2017;S/OR. ESCOLA SALA I BADRINAS;-329,00;19685,29;19356,29;10537;-329,00;19356,29;2017-12-19;19/12/2017;ESCOLA;Gastos_Salud, saber y deporte;Estudios;12;VARIABLES
19/12/2017;19/12/2017;COM. TRANSFERENCIAS;-2,00;19356,29;19354,29;10538;-2,00;19354,29;2017-12-19;19/12/2017;COM;Gastos_Banco y organismos;Cargos banco;12;FIJO
19/12/2017;19/12/2017;ENTR.ANT.PTMO 6061.9600001223 U;-6000,00;19354,29;13354,29;10539;-6000,00;13354,29;2017-12-19;19/12/2017;ENTRANTPTMO;Gastos_Banco y organismos;Hipoteca;12;FIJO
20/12/2017;20/12/2017;R/ MINA PUBLICA AIGUES T.01A75789;-47,77;13354,29;13306,52;10540;-47,77;13306,52;2017-12-20;20/12/2017;MINA;Gastos_Servicios tipicos;Agua;12;FIJO
20/12/2017;20/12/2017;HAB.  INFORMACIO I TECNOLOGIA DE CAT;1846,62;13306,52;15153,14;10541;1846,62;15153,14;2017-12-20;20/12/2017;HAB;Ingresos;Nomina;12;FIJO
20/12/2017;20/12/2017;T/  LA BRASA \ 17-12-2017;-31,35;15153,14;15121,79;10542;-31,35;15121,79;2017-12-17;17/12/2017;BRASA;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
22/12/2017;22/12/2017;HAB.  FOMENT DE TERRASSA S.A. Transf;3805,67;15121,79;18927,46;10543;3805,67;18927,46;2017-12-22;22/12/2017;HAB;Ingresos;Nomina;12;FIJO
22/12/2017;22/12/2017;T/  AUTOPISTAS TERR 19-12-2017;-1,39;18927,46;18926,07;10544;-1,39;18926,07;2017-12-19;19/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
22/12/2017;22/12/2017;T/  DECATHLON SA TERRA\ 19-12-2017;-10,97;18926,07;18915,10;10545;-10,97;18915,10;2017-12-19;19/12/2017;DECATHLON;Gastos_Compras;Deportivo;12;VARIABLES
23/12/2017;23/12/2017;T/  YELMO FILMS S.\POZU 20-12-2017;-8,80;18915,10;18906,30;10546;-8,80;18906,30;2017-12-20;20/12/2017;YELMO;Gastos_Ocio y transporte;Espectáculos;12;VARIABLES
24/12/2017;24/12/2017;T/  CAFET.C T PRAT\PRAT 21-12-2017;-2,75;18906,30;18903,55;10547;-2,75;18903,55;2017-12-21;21/12/2017;CAFETC;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
24/12/2017;24/12/2017;T/  AUTOPISTAS TERR 21-12-2017;-1,39;18903,55;18902,16;10548;-1,39;18902,16;2017-12-21;21/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
24/12/2017;24/12/2017;T/  AUTOPISTAS TERR 21-12-2017;-1,39;18902,16;18900,77;10549;-1,39;18900,77;2017-12-21;21/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
24/12/2017;24/12/2017;T/  TOCINERIES VENTURA\ 21-12-2017;-13,62;18900,77;18887,15;10550;-13,62;18887,15;2017-12-21;21/12/2017;TOCINERIES;Gastos_Compras;Supermercado;12;VARIABLES
24/12/2017;24/12/2017;T/  CINESA WEB \B 21-12-2017;-25,60;18887,15;18861,55;10551;-25,60;18861,55;2017-12-21;21/12/2017;CINESA;Gastos_Ocio y transporte;Espectáculos;12;VARIABLES
25/12/2017;25/12/2017;T/  WWW.JUST-EAT.ES 22-12-2017;-37,30;18861,55;18824,25;10552;-37,30;18824,25;2017-12-22;22/12/2017;WWWJUSTEATES;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
25/12/2017;25/12/2017;T/  CAFET.C T PRAT\PRAT 22-12-2017;-2,75;18824,25;18821,50;10553;-2,75;18821,50;2017-12-22;22/12/2017;CAFETC;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
25/12/2017;25/12/2017;T/  E.S. RUBI II 22-12-2017;-48,29;18821,50;18773,21;10554;-48,29;18773,21;2017-12-22;22/12/2017;RUBI;Gastos_Ocio y transporte;Gasolina;12;VARIABLES
25/12/2017;25/12/2017;T/  RODELAS PERRUQUERS\ 22-12-2017;-36,50;18773,21;18736,71;10555;-36,50;18736,71;2017-12-22;22/12/2017;RODELAS;Gastos_Salud, saber y deporte;Belleza;12;VARIABLES
27/12/2017;27/12/2017;R/  AYUNTAMIENTO AJUNTAMENT D TAXA;-54,87;18736,71;18681,84;10556;-54,87;18681,84;2017-12-27;27/12/2017;AYUNTAMIENTO;Gastos_Banco y organismos;Ayuntamiento;12;FIJO
28/12/2017;28/12/2017;HAB.  INFORMACIO I TECNOLOGIA DE CAT;1794,10;18681,84;20475,94;10557;1794,10;20475,94;2017-12-28;28/12/2017;HAB;Ingresos;Nomina;12;FIJO
28/12/2017;28/12/2017;T/  AUTOPISTAS TERR 22-12-2017;-1,39;20475,94;20474,55;10558;-1,39;20474,55;2017-12-22;22/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
28/12/2017;28/12/2017;T/  AUTOPISTAS TERR 22-12-2017;-1,39;20474,55;20473,16;10559;-1,39;20473,16;2017-12-22;22/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
29/12/2017;29/12/2017;T/  MEGA ASIA \TERRASSA;-27,00;20473,16;20446,16;10560;-27,00;20446,16;2017-12-29;29/12/2017;MEGA;Gastos_Compras;Hogar;12;VARIABLES
29/12/2017;29/12/2017;T/  TERRACASA \TERRASSA;-33,00;20446,16;20413,16;10561;-33,00;20413,16;2017-12-29;29/12/2017;TERRACASA;Gastos_Compras;Otras compras;12;VARIABLES
29/12/2017;29/12/2017;T/  WWW.JUST-EAT.ES \MADRID;-31,50;20413,16;20381,66;10562;-31,50;20381,66;2017-12-29;29/12/2017;WWWJUSTEATES;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
30/12/2017;27/12/2017;T/  AUTOPISTAS TERR;-1,39;20381,66;20380,27;10563;-1,39;20380,27;2017-12-27;27/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
30/12/2017;28/12/2017;T/  AUTOPISTAS TERR;-1,39;20380,27;20378,88;10564;-1,39;20378,88;2017-12-28;28/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
30/12/2017;28/12/2017;T/  AUTOPISTAS TERR;-1,39;20378,88;20377,49;10565;-1,39;20377,49;2017-12-28;28/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
30/12/2017;30/12/2017;T/  IKEA REST. SABADEL\ 27-12-2017;-13,40;20377,49;20364,09;10566;-13,40;20364,09;2017-12-27;27/12/2017;IKEA;Gastos_Vivienda y vehiculo;Mnto. hogar;12;VARIABLES
30/12/2017;30/12/2017;T/  AUTOPISTAS TERR 27-12-2017;-1,39;20364,09;20362,70;10567;-1,39;20362,70;2017-12-27;27/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
30/12/2017;30/12/2017;T/  IKEA SABADELL \ 27-12-2017;-164,83;20362,70;20197,87;10568;-164,83;20197,87;2017-12-27;27/12/2017;IKEA;Gastos_Vivienda y vehiculo;Mnto. hogar;12;VARIABLES
30/12/2017;30/12/2017;T/  CAFET.C T PRAT\PRAT 27-12-2017;-3,70;20197,87;20194,17;10569;-3,70;20194,17;2017-12-27;27/12/2017;CAFETC;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
31/12/2017;31/12/2017;REC.  6061.9600001223;-457,13;20194,17;19737,04;10570;-457,13;19737,04;2017-12-31;31/12/2017;REC;Gastos_Banco y organismos;Hipoteca;12;FIJO
31/12/2017;31/12/2017;T/  CAFET.C T PRAT\PRAT 28-12-2017;-3,75;19737,04;19733,29;10571;-3,75;19733,29;2017-12-28;28/12/2017;CAFETC;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
01/01/2018;01/01/2018;FACT TARJETAS  TARJ.CREDITO 07126017 18-01-01;-873,48;19733,29;18859,81;10572;-873,48;18859,81;2018-01-01;31/12/2017;FACT 07126017;Gastos_Banco y organismos;Credito Bea;12;VARIABLE
01/01/2018;01/01/2018;FACT TARJETAS  TARJ.CREDITO 42689013 18-01-01;-385,30;18859,81;18474,51;10573;-385,30;18474,51;2018-01-01;31/12/2017;FACT;No computable;Recibo Tarjeta;12;
01/01/2018;01/01/2018;T/  TOCINERIES VENTURA\ 29-12-2017;-11,70;18474,51;18462,81;10574;-11,70;18462,81;2017-12-29;29/12/2017;TOCINERIES;Gastos_Compras;Supermercado;12;VARIABLES
02/01/2018;02/01/2018;R/  Escola d Idi SALT IDIOMES. Ade;-39,00;18462,81;18423,81;10575;-39,00;18423,81;2018-01-02;02/01/2018;ESCOLA;Gastos_Salud, saber y deporte;Estudios;1;VARIABLES
02/01/2018;02/01/2018;T/  REDPIZZA \ 30-12-2017;-19,95;18423,81;18403,86;10576;-19,95;18403,86;2017-12-30;30/12/2017;REDPIZZA;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
03/01/2018;03/01/2018;T/  KAITENSUSHI HE \BARCELONA;-39,12;18403,86;18364,74;10577;-39,12;18364,74;2018-01-03;03/01/2018;KAITENSUSHI;Gastos_Ocio y transporte;Restaurantes;1;VARIABLES
03/01/2018;03/01/2018;T/  HIPERMERCAT ESCLAT 31-12-2017;-19,51;18364,74;18345,23;10578;-19,51;18345,23;2017-12-31;31/12/2017;HIPERMERCAT;Gastos_Compras;Supermercado;12;VARIABLES
03/01/2018;03/01/2018;T/  VIENA PARC VALLES \ 31-12-2017;-14,15;18345,23;18331,08;10579;-14,15;18331,08;2017-12-31;31/12/2017;VIENA;Gastos_Ocio y transporte;Restaurantes;12;VARIABLES
03/01/2018;03/01/2018;T/  AUTOPISTAS TERR 31-12-2017;-2,53;18331,08;18328,55;10580;-2,53;18328,55;2017-12-31;31/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
03/01/2018;03/01/2018;T/  E.S. RUBI II 31-12-2017;-31,48;18328,55;18297,07;10581;-31,48;18297,07;2017-12-31;31/12/2017;RUBI;Gastos_Ocio y transporte;Gasolina;12;VARIABLES
03/01/2018;03/01/2018;T/  AUTOPISTAS TERR 29-12-2017;-1,39;18297,07;18295,68;10582;-1,39;18295,68;2017-12-29;29/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
03/01/2018;03/01/2018;T/  AUTOPISTAS TERR 29-12-2017;-1,39;18295,68;18294,29;10583;-1,39;18294,29;2017-12-29;29/12/2017;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
04/01/2018;04/01/2018;T/  CINEMES AMPOSTA 11 01-01-2018;-25,00;18294,29;18269,29;10584;-25,00;18269,29;2018-01-01;01/01/2018;CINEMES;Gastos_Ocio y transporte;Espectáculos;1;VARIABLES
04/01/2018;04/01/2018;T/  AUTOPISTA MARE NOST 31-12-2017;-7,05;18269,29;18262,24;10585;-7,05;18262,24;2017-12-31;31/12/2017;AUTOPISTA;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
04/01/2018;04/01/2018;T/  A.C.E.S.A B MART -L 31-12-2017;-10,50;18262,24;18251,74;10586;-10,50;18251,74;2017-12-31;31/12/2017;ACESA;Gastos_Ocio y transporte;Parking y peaje;12;VARIABLES
05/01/2018;05/01/2018;'R/  COOPERATIVA L''EINA COOPE Rebut:';-47,60;18251,74;18204,14;10587;-47,60;18204,14;2018-01-05;05/01/2018;COOPERATIVA;Gastos_Salud, saber y deporte;Estudios;1;VARIABLES
05/01/2018;05/01/2018;T/  IKEA SABADELL \SABADELL;-418,91;18204,14;17785,23;10588;-418,91;17785,23;2018-01-05;05/01/2018;IKEA;Gastos_Vivienda y vehiculo;Mnto. hogar;1;VARIABLES
05/01/2018;05/01/2018;T/  MI SUSHI \ 02-01-2018;-46,60;17785,23;17738,63;10589;-46,60;17738,63;2018-01-02;02/01/2018;SUSHI;Gastos_Ocio y transporte;Restaurantes;1;VARIABLES
05/01/2018;05/01/2018;T/  AUTOPISTA MARE NOST 02-01-2018;-7,20;17738,63;17731,43;10590;-7,20;17731,43;2018-01-02;02/01/2018;AUTOPISTA;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
05/01/2018;05/01/2018;T/  A.C.E.S.A LIM SCAP7 02-01-2018;-10,70;17731,43;17720,73;10591;-10,70;17720,73;2018-01-02;02/01/2018;ACESA;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
05/01/2018;05/01/2018;T/  TEMPLE 02-01-2018;-1,75;17720,73;17718,98;10592;-1,75;17718,98;2018-01-02;02/01/2018;TEMPLE;Gastos_Ocio y transporte;Gasolina;1;VARIABLES
06/01/2018;04/01/2018;T/  CARREFOUR VALLE;-131,26;17718,98;17587,72;10593;-131,26;17587,72;2018-01-04;04/01/2018;CARREFOUR;Gastos_Compras;Supermercado;1;VARIABLES
06/01/2018;06/01/2018;T/  SABA PL. URQUI 03-01-2018;-2,65;17587,72;17585,07;10594;-2,65;17585,07;2018-01-03;03/01/2018;SABA;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
06/01/2018;06/01/2018;T/  SABA PL. CAT 03-01-2018;-7,20;17585,07;17577,87;10595;-7,20;17577,87;2018-01-03;03/01/2018;SABA;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
06/01/2018;06/01/2018;T/  BCT SAN JAIME \B 03-01-2018;-24,35;17577,87;17553,52;10596;-24,35;17553,52;2018-01-03;03/01/2018;BCT;Gastos_Ocio y transporte;Gasolina;1;VARIABLES
06/01/2018;06/01/2018;T/  AUTOPISTAS TERR 02-01-2018;-1,41;17553,52;17552,11;10597;-1,41;17552,11;2018-01-02;02/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
08/01/2018;08/01/2018;T/  BON AREA 05-01-2018;-20,34;17552,11;17531,77;10598;-20,34;17531,77;2018-01-05;05/01/2018;BON;Gastos_Compras;Supermercado;1;VARIABLES
08/01/2018;08/01/2018;T/  VIENA XALET SABADE\ 05-01-2018;-24,40;17531,77;17507,37;10599;-24,40;17507,37;2018-01-05;05/01/2018;VIENA;Gastos_Ocio y transporte;Restaurantes;1;VARIABLES
08/01/2018;08/01/2018;T/  LEROY MERLIN SABAD\ 05-01-2018;-4,55;17507,37;17502,82;10600;-4,55;17502,82;2018-01-05;05/01/2018;LEROY;Gastos_Vivienda y vehiculo;Mnto. hogar;1;VARIABLES
08/01/2018;08/01/2018;T/  IKEA REST. SABADEL\ 05-01-2018;-7,10;17502,82;17495,72;10601;-7,10;17495,72;2018-01-05;05/01/2018;IKEA;Gastos_Vivienda y vehiculo;Mnto. hogar;1;VARIABLES
09/01/2018;05/01/2018;T/ PlaystationNetwork;-64,98;17495,72;17430,74;10602;-64,98;17430,74;2018-01-05;05/01/2018;PLAYSTATIONNETWORK;Gastos_Servicios tipicos;Servicios online;1;FIJO
10/01/2018;10/01/2018;R/ ALIMENTACION SERHS FOOD A Comed;-107,10;17430,74;17323,64;10603;-107,10;17323,64;2018-01-10;10/01/2018;ALIMENTACION;Gastos_Salud, saber y deporte;Menjador;1;FIJO
10/01/2018;10/01/2018;R/ ALIMENTACION SERHS FOOD A Comed;-31,50;17323,64;17292,14;10604;-31,50;17292,14;2018-01-10;10/01/2018;ALIMENTACION;Gastos_Salud, saber y deporte;Menjador;1;FIJO
10/01/2018;10/01/2018;T/ WWW.JUST-EAT.ES 07-01-2018;-38,35;17292,14;17253,79;10605;-38,35;17253,79;2018-01-07;07/01/2018;WWWJUSTEATES;Gastos_Ocio y transporte;Restaurantes;1;VARIABLES
11/01/2018;11/01/2018;R/ GAS GAS NATURAL GNS27630480118;-4,64;17253,79;17249,15;10606;-4,64;17249,15;2018-01-11;11/01/2018;GAS;Gastos_Servicios tipicos;Gas;1;FIJO
11/01/2018;11/01/2018;T/ BON AREA 08-01-2018;-17,87;17249,15;17231,28;10607;-17,87;17231,28;2018-01-08;08/01/2018;BON;Gastos_Compras;Supermercado;1;VARIABLES
12/01/2018;12/01/2018;R/ . FINQUES GASS Vto 01-01-18 Rec;-73,69;17231,28;17157,59;10608;-73,69;17157,59;2018-01-01;01/01/2018;FINQUES;Gastos_Vivienda y vehiculo;Alquiler Parking;1;FIJO
12/01/2018;12/01/2018;R/ TELECOMUNICACI VODAFONE;-168,38;17157,59;16989,21;10609;-168,38;16989,21;2018-01-12;12/01/2018;TELECOMUNICACI;Gastos_Servicios tipicos;Telecomunicaciones;1;FIJO
12/01/2018;12/01/2018;T/ DRIM PARC VALLES \RUBI;-14,99;16989,21;16974,22;10610;-14,99;16974,22;2018-01-12;12/01/2018;DRIM;Gastos_Compras;Niños;1;VARIABLES
12/01/2018;12/01/2018;T/ AUTOPISTAS TERR 09-01-2018;-1,41;16974,22;16972,81;10611;-1,41;16972,81;2018-01-09;09/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
12/01/2018;12/01/2018;T/ AUTOPISTAS TERR 09-01-2018;-1,41;16972,81;16971,40;10612;-1,41;16971,40;2018-01-09;09/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
12/01/2018;12/01/2018;T/ TUNELS VALLVI S. 09-01-2018;-4,25;16971,40;16967,15;10613;-4,25;16967,15;2018-01-09;09/01/2018;TUNELS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
12/01/2018;12/01/2018;T/ CINESA PARC VALLES\ 09-01-2018;-27,20;16967,15;16939,95;10614;-27,20;16939,95;2018-01-09;09/01/2018;CINESA;Gastos_Ocio y transporte;Espectáculos;1;VARIABLES
12/01/2018;12/01/2018;T/ CINESA PARC VALLES\ 09-01-2018;-14,06;16939,95;16925,89;10615;-14,06;16925,89;2018-01-09;09/01/2018;CINESA;Gastos_Ocio y transporte;Espectáculos;1;VARIABLES
12/01/2018;12/01/2018;T/ E.S.RUBI 9 09-01-2018;-46,42;16925,89;16879,47;10616;-46,42;16879,47;2018-01-09;09/01/2018;ESRUBI;Gastos_Ocio y transporte;Gasolina;1;VARIABLES
12/01/2018;12/01/2018;T/ AUTOPISTAS TERR 08-01-2018;-1,41;16879,47;16878,06;10617;-1,41;16878,06;2018-01-08;08/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
12/01/2018;12/01/2018;T/ AUTOPISTAS TERR 08-01-2018;-1,41;16878,06;16876,65;10618;-1,41;16876,65;2018-01-08;08/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
12/01/2018;12/01/2018;T/ TUNELS VALLVI S. 08-01-2018;-4,25;16876,65;16872,40;10619;-4,25;16872,40;2018-01-08;08/01/2018;TUNELS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
13/01/2018;10/01/2018;T/ TUNELS VALLVI S. C:2T;-4,25;16872,40;16868,15;10620;-4,25;16868,15;2018-01-10;10/01/2018;TUNELS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
13/01/2018;10/01/2018;T/ AUTOPISTAS TERR;-1,41;16868,15;16866,74;10621;-1,41;16866,74;2018-01-10;10/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
13/01/2018;11/01/2018;T/ AUTOPISTAS TERR;-1,41;16866,74;16865,33;10622;-1,41;16865,33;2018-01-11;11/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
13/01/2018;11/01/2018;T/ AUTOPISTAS TERR;-1,41;16865,33;16863,92;10623;-1,41;16863,92;2018-01-11;11/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
13/01/2018;13/01/2018;T/ CON A DE ARTE \RIPOLLET;-140,57;16863,92;16723,35;10624;-140,57;16723,35;2018-01-13;13/01/2018;CON;Gastos_Compras;Hobbys;1;VARIABLES
13/01/2018;13/01/2018;T/ AUTOPISTAS TERR 10-01-2018;-1,41;16723,35;16721,94;10625;-1,41;16721,94;2018-01-10;10/01/2018;AUTOPISTAS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
13/01/2018;13/01/2018;T/ ALDI TERRASSA LES \ 10-01-2018;-24,57;16721,94;16697,37;10626;-24,57;16697,37;2018-01-10;10/01/2018;ALDI;Gastos_Compras;Supermercado;1;VARIABLES
14/01/2018;11/01/2018;T/ TUNELS VALLVI S. C:2T;-3,78;16697,37;16693,59;10627;-3,78;16693,59;2018-01-11;11/01/2018;TUNELS;Gastos_Ocio y transporte;Parking y peaje;1;VARIABLES
